run_id;upper_workpiece_id;class_value;file_name;dmc_code;date;time;workpiece_usage;workpiece_result;workpiece_location;scenario_condition;scenario_exception
1624366;17411;001_control-group;Ch_000001624366.json;40000000017411;06.09.2024;18:25:02;0;OK;left;normal;0
1624367;17411;001_control-group;Ch_000001624367.json;40000000017411;06.09.2024;18:25:07;0;OK;right;normal;0
1624368;17412;001_control-group;Ch_000001624368.json;40000000017412;06.09.2024;18:25:39;0;OK;left;normal;0
1624369;17412;001_control-group;Ch_000001624369.json;40000000017412;06.09.2024;18:25:44;0;OK;right;normal;0
1624370;17413;001_control-group;Ch_000001624370.json;40000000017413;06.09.2024;18:26:12;0;OK;left;normal;0
1624371;17413;001_control-group;Ch_000001624371.json;40000000017413;06.09.2024;18:26:18;0;OK;right;normal;0
1624372;17414;001_control-group;Ch_000001624372.json;40000000017414;06.09.2024;18:26:43;0;OK;left;normal;0
1624373;17414;001_control-group;Ch_000001624373.json;40000000017414;06.09.2024;18:26:48;0;OK;right;normal;0
1624374;17415;001_control-group;Ch_000001624374.json;40000000017415;06.09.2024;18:27:12;0;OK;left;normal;0
1624375;17415;001_control-group;Ch_000001624375.json;40000000017415;06.09.2024;18:27:18;0;OK;right;normal;0
1624376;17416;001_control-group;Ch_000001624376.json;40000000017416;06.09.2024;18:27:51;0;OK;left;faulty;0
1624377;17416;001_control-group;Ch_000001624377.json;40000000017416;06.09.2024;18:27:56;0;OK;right;faulty;0
1624378;17417;001_control-group;Ch_000001624378.json;40000000017417;06.09.2024;18:28:22;0;OK;left;faulty;0
1624379;17417;001_control-group;Ch_000001624379.json;40000000017417;06.09.2024;18:28:27;0;OK;right;faulty;0
1624380;17418;001_control-group;Ch_000001624380.json;40000000017418;06.09.2024;18:28:52;0;OK;left;faulty;0
1624381;17418;001_control-group;Ch_000001624381.json;40000000017418;06.09.2024;18:28:58;0;OK;right;faulty;0
1624382;17419;001_control-group;Ch_000001624382.json;40000000017419;06.09.2024;18:29:24;0;OK;left;faulty;0
1624383;17419;001_control-group;Ch_000001624383.json;40000000017419;06.09.2024;18:29:29;0;OK;right;faulty;0
1624384;17420;001_control-group;Ch_000001624384.json;40000000017420;06.09.2024;18:29:55;0;OK;left;faulty;0
1624385;17420;001_control-group;Ch_000001624385.json;40000000017420;06.09.2024;18:30:01;0;OK;right;faulty;0
1624390;17421;001_control-group;Ch_000001624390.json;40000000017421;06.09.2024;18:33:41;0;OK;left;normal;0
1624391;17421;001_control-group;Ch_000001624391.json;40000000017421;06.09.2024;18:33:46;0;OK;right;normal;0
1624392;17422;001_control-group;Ch_000001624392.json;40000000017422;06.09.2024;18:34:13;0;OK;left;normal;0
1624393;17422;001_control-group;Ch_000001624393.json;40000000017422;06.09.2024;18:34:18;0;OK;right;normal;0
1624394;17423;001_control-group;Ch_000001624394.json;40000000017423;06.09.2024;18:36:58;0;OK;left;normal;0
1624395;17423;001_control-group;Ch_000001624395.json;40000000017423;06.09.2024;18:37:03;0;OK;right;normal;0
1624396;17424;001_control-group;Ch_000001624396.json;40000000017424;06.09.2024;18:37:28;0;OK;left;normal;0
1624397;17424;001_control-group;Ch_000001624397.json;40000000017424;06.09.2024;18:37:34;0;OK;right;normal;0
1624399;17425;001_control-group;Ch_000001624399.json;40000000017425;06.09.2024;18:44:13;0;OK;left;normal;0
1624400;17425;001_control-group;Ch_000001624400.json;40000000017425;06.09.2024;18:44:19;0;OK;right;normal;0
1624401;17426;001_control-group;Ch_000001624401.json;40000000017426;06.09.2024;18:44:44;0;OK;left;faulty;0
1624402;17426;001_control-group;Ch_000001624402.json;40000000017426;06.09.2024;18:44:49;0;OK;right;faulty;0
1624403;17427;001_control-group;Ch_000001624403.json;40000000017427;06.09.2024;18:45:13;0;OK;left;faulty;0
1624404;17427;001_control-group;Ch_000001624404.json;40000000017427;06.09.2024;18:45:19;0;OK;right;faulty;0
1624405;17428;001_control-group;Ch_000001624405.json;40000000017428;06.09.2024;18:45:56;0;OK;left;faulty;0
1624406;17428;001_control-group;Ch_000001624406.json;40000000017428;06.09.2024;18:46:02;0;OK;right;faulty;0
1624407;17429;001_control-group;Ch_000001624407.json;40000000017429;06.09.2024;18:46:27;0;OK;left;faulty;0
1624408;17429;001_control-group;Ch_000001624408.json;40000000017429;06.09.2024;18:46:32;0;OK;right;faulty;0
1624409;17430;001_control-group;Ch_000001624409.json;40000000017430;06.09.2024;18:46:58;0;OK;left;faulty;0
1624410;17430;001_control-group;Ch_000001624410.json;40000000017430;06.09.2024;18:47:03;0;OK;right;faulty;0
1624411;17431;001_control-group;Ch_000001624411.json;40000000017431;06.09.2024;18:47:28;0;OK;left;normal;0
1624412;17431;001_control-group;Ch_000001624412.json;40000000017431;06.09.2024;18:47:33;0;OK;right;normal;0
1624413;17432;001_control-group;Ch_000001624413.json;40000000017432;06.09.2024;18:47:59;0;OK;left;normal;0
1624414;17432;001_control-group;Ch_000001624414.json;40000000017432;06.09.2024;18:48:05;0;OK;right;normal;0
1624415;17433;001_control-group;Ch_000001624415.json;40000000017433;06.09.2024;18:48:29;0;OK;left;normal;0
1624416;17433;001_control-group;Ch_000001624416.json;40000000017433;06.09.2024;18:48:35;0;OK;right;normal;0
1624417;17434;001_control-group;Ch_000001624417.json;40000000017434;06.09.2024;18:48:59;0;OK;left;normal;0
1624418;17434;001_control-group;Ch_000001624418.json;40000000017434;06.09.2024;18:49:05;0;OK;right;normal;0
1624419;17435;001_control-group;Ch_000001624419.json;40000000017435;06.09.2024;18:49:30;0;OK;left;normal;0
1624420;17435;001_control-group;Ch_000001624420.json;40000000017435;06.09.2024;18:49:35;0;OK;right;normal;0
1624421;17436;001_control-group;Ch_000001624421.json;40000000017436;06.09.2024;18:50:01;0;OK;left;faulty;0
1624422;17436;001_control-group;Ch_000001624422.json;40000000017436;06.09.2024;18:50:06;0;OK;right;faulty;0
1624423;17437;001_control-group;Ch_000001624423.json;40000000017437;06.09.2024;18:50:34;0;OK;left;faulty;0
1624424;17437;001_control-group;Ch_000001624424.json;40000000017437;06.09.2024;18:50:39;0;OK;right;faulty;0
1624425;17438;001_control-group;Ch_000001624425.json;40000000017438;06.09.2024;18:51:04;0;OK;left;faulty;0
1624426;17438;001_control-group;Ch_000001624426.json;40000000017438;06.09.2024;18:51:10;0;OK;right;faulty;0
1624427;17439;001_control-group;Ch_000001624427.json;40000000017439;06.09.2024;18:51:36;0;OK;left;faulty;0
1624428;17439;001_control-group;Ch_000001624428.json;40000000017439;06.09.2024;18:51:41;0;OK;right;faulty;0
1624429;17440;001_control-group;Ch_000001624429.json;40000000017440;06.09.2024;18:52:06;0;OK;left;faulty;0
1624430;17440;001_control-group;Ch_000001624430.json;40000000017440;06.09.2024;18:52:11;0;OK;right;faulty;0
1624431;17441;001_control-group;Ch_000001624431.json;40000000017441;06.09.2024;18:52:37;0;OK;left;normal;0
1624432;17441;001_control-group;Ch_000001624432.json;40000000017441;06.09.2024;18:52:43;0;OK;right;normal;0
1624433;17442;001_control-group;Ch_000001624433.json;40000000017442;06.09.2024;18:53:08;0;OK;left;normal;0
1624434;17442;001_control-group;Ch_000001624434.json;40000000017442;06.09.2024;18:53:14;0;OK;right;normal;0
1624435;17443;001_control-group;Ch_000001624435.json;40000000017443;06.09.2024;18:53:38;0;OK;left;normal;0
1624436;17443;001_control-group;Ch_000001624436.json;40000000017443;06.09.2024;18:53:44;0;OK;right;normal;0
1624437;17444;001_control-group;Ch_000001624437.json;40000000017444;06.09.2024;18:54:09;0;OK;left;normal;0
1624438;17444;001_control-group;Ch_000001624438.json;40000000017444;06.09.2024;18:54:15;0;OK;right;normal;0
1624439;17445;001_control-group;Ch_000001624439.json;40000000017445;06.09.2024;18:54:39;0;OK;left;normal;0
1624440;17445;001_control-group;Ch_000001624440.json;40000000017445;06.09.2024;18:54:45;0;OK;right;normal;0
1624441;17446;001_control-group;Ch_000001624441.json;40000000017446;06.09.2024;18:55:10;0;OK;left;faulty;0
1624442;17446;001_control-group;Ch_000001624442.json;40000000017446;06.09.2024;18:55:15;0;OK;right;faulty;0
1624443;17447;001_control-group;Ch_000001624443.json;40000000017447;06.09.2024;18:55:41;0;OK;left;faulty;0
1624444;17447;001_control-group;Ch_000001624444.json;40000000017447;06.09.2024;18:55:46;0;OK;right;faulty;0
1624445;17448;001_control-group;Ch_000001624445.json;40000000017448;06.09.2024;18:56:10;0;OK;left;faulty;0
1624446;17448;001_control-group;Ch_000001624446.json;40000000017448;06.09.2024;18:56:15;0;OK;right;faulty;0
1624447;17449;001_control-group;Ch_000001624447.json;40000000017449;06.09.2024;18:56:41;0;OK;left;faulty;0
1624448;17449;001_control-group;Ch_000001624448.json;40000000017449;06.09.2024;18:56:46;0;OK;right;faulty;0
1624449;17450;001_control-group;Ch_000001624449.json;40000000017450;06.09.2024;18:57:12;0;OK;left;faulty;0
1624450;17450;001_control-group;Ch_000001624450.json;40000000017450;06.09.2024;18:57:18;0;OK;right;faulty;0
1624451;17451;001_control-group;Ch_000001624451.json;40000000017451;06.09.2024;18:57:42;0;OK;left;normal;0
1624452;17451;001_control-group;Ch_000001624452.json;40000000017451;06.09.2024;18:57:48;0;OK;right;normal;0
1624453;17452;001_control-group;Ch_000001624453.json;40000000017452;06.09.2024;18:58:13;0;OK;left;normal;0
1624454;17452;001_control-group;Ch_000001624454.json;40000000017452;06.09.2024;18:58:18;0;OK;right;normal;0
1624455;17453;001_control-group;Ch_000001624455.json;40000000017453;06.09.2024;18:58:43;0;OK;left;normal;0
1624456;17453;001_control-group;Ch_000001624456.json;40000000017453;06.09.2024;18:58:49;0;NOK;right;normal;0
1624457;17454;001_control-group;Ch_000001624457.json;40000000017454;06.09.2024;18:59:23;0;OK;left;normal;0
1624458;17454;001_control-group;Ch_000001624458.json;40000000017454;06.09.2024;18:59:28;0;OK;right;normal;0
1624459;17455;001_control-group;Ch_000001624459.json;40000000017455;06.09.2024;19:00:03;0;OK;left;normal;0
1624460;17455;001_control-group;Ch_000001624460.json;40000000017455;06.09.2024;19:00:08;0;OK;right;normal;0
1624461;17456;001_control-group;Ch_000001624461.json;40000000017456;06.09.2024;19:00:35;0;OK;left;faulty;0
1624462;17456;001_control-group;Ch_000001624462.json;40000000017456;06.09.2024;19:00:40;0;OK;right;faulty;0
1624463;17457;001_control-group;Ch_000001624463.json;40000000017457;06.09.2024;19:01:11;0;OK;left;faulty;0
1624464;17457;001_control-group;Ch_000001624464.json;40000000017457;06.09.2024;19:01:17;0;OK;right;faulty;0
1624465;17458;001_control-group;Ch_000001624465.json;40000000017458;06.09.2024;19:01:45;0;OK;left;faulty;0
1624466;17458;001_control-group;Ch_000001624466.json;40000000017458;06.09.2024;19:01:51;0;OK;right;faulty;0
1624467;17459;001_control-group;Ch_000001624467.json;40000000017459;06.09.2024;19:02:17;0;OK;left;faulty;0
1624468;17459;001_control-group;Ch_000001624468.json;40000000017459;06.09.2024;19:02:22;0;OK;right;faulty;0
1624469;17460;001_control-group;Ch_000001624469.json;40000000017460;06.09.2024;19:02:49;0;OK;left;faulty;0
1624470;17460;001_control-group;Ch_000001624470.json;40000000017460;06.09.2024;19:02:54;0;OK;right;faulty;0
1624471;17461;001_control-group;Ch_000001624471.json;40000000017461;06.09.2024;19:03:20;0;OK;left;normal;0
1624472;17461;001_control-group;Ch_000001624472.json;40000000017461;06.09.2024;19:03:26;0;OK;right;normal;0
1624473;17462;001_control-group;Ch_000001624473.json;40000000017462;06.09.2024;19:03:52;0;OK;left;normal;0
1624474;17462;001_control-group;Ch_000001624474.json;40000000017462;06.09.2024;19:03:58;0;OK;right;normal;0
1624475;17463;001_control-group;Ch_000001624475.json;40000000017463;06.09.2024;19:04:25;0;OK;left;normal;0
1624476;17463;001_control-group;Ch_000001624476.json;40000000017463;06.09.2024;19:04:30;0;OK;right;normal;0
1624477;17464;001_control-group;Ch_000001624477.json;40000000017464;06.09.2024;19:04:56;0;OK;left;normal;0
1624478;17464;001_control-group;Ch_000001624478.json;40000000017464;06.09.2024;19:05:01;0;OK;right;normal;0
1624479;17465;001_control-group;Ch_000001624479.json;40000000017465;06.09.2024;19:05:28;0;OK;left;normal;0
1624480;17465;001_control-group;Ch_000001624480.json;40000000017465;06.09.2024;19:05:33;0;OK;right;normal;0
1624481;17466;001_control-group;Ch_000001624481.json;40000000017466;06.09.2024;19:05:59;0;OK;left;faulty;0
1624482;17466;001_control-group;Ch_000001624482.json;40000000017466;06.09.2024;19:06:05;0;OK;right;faulty;0
1624483;17467;001_control-group;Ch_000001624483.json;40000000017467;06.09.2024;19:06:30;0;OK;left;faulty;0
1624484;17467;001_control-group;Ch_000001624484.json;40000000017467;06.09.2024;19:06:36;0;OK;right;faulty;0
1624485;17468;001_control-group;Ch_000001624485.json;40000000017468;06.09.2024;19:07:03;0;OK;left;faulty;0
1624486;17468;001_control-group;Ch_000001624486.json;40000000017468;06.09.2024;19:07:08;0;OK;right;faulty;0
1624487;17469;001_control-group;Ch_000001624487.json;40000000017469;06.09.2024;19:07:38;0;OK;left;faulty;0
1624488;17469;001_control-group;Ch_000001624488.json;40000000017469;06.09.2024;19:07:43;0;OK;right;faulty;0
1624489;17470;001_control-group;Ch_000001624489.json;40000000017470;06.09.2024;19:08:09;0;OK;left;faulty;0
1624490;17470;001_control-group;Ch_000001624490.json;40000000017470;06.09.2024;19:08:15;0;OK;right;faulty;0
1624491;17471;001_control-group;Ch_000001624491.json;40000000017471;06.09.2024;19:08:41;0;OK;left;normal;0
1624492;17471;001_control-group;Ch_000001624492.json;40000000017471;06.09.2024;19:08:46;0;OK;right;normal;0
1624493;17472;001_control-group;Ch_000001624493.json;40000000017472;06.09.2024;19:09:11;0;OK;left;normal;0
1624494;17472;001_control-group;Ch_000001624494.json;40000000017472;06.09.2024;19:09:17;0;OK;right;normal;0
1624495;17473;001_control-group;Ch_000001624495.json;40000000017473;06.09.2024;19:09:44;0;OK;left;normal;0
1624496;17473;001_control-group;Ch_000001624496.json;40000000017473;06.09.2024;19:09:49;0;OK;right;normal;0
1624497;17474;001_control-group;Ch_000001624497.json;40000000017474;06.09.2024;19:10:15;0;OK;left;normal;0
1624498;17474;001_control-group;Ch_000001624498.json;40000000017474;06.09.2024;19:10:20;0;OK;right;normal;0
1624499;17475;001_control-group;Ch_000001624499.json;40000000017475;06.09.2024;19:10:47;0;OK;left;normal;0
1624500;17475;001_control-group;Ch_000001624500.json;40000000017475;06.09.2024;19:10:52;0;OK;right;normal;0
1624501;17476;001_control-group;Ch_000001624501.json;40000000017476;06.09.2024;19:11:19;0;OK;left;faulty;0
1624502;17476;001_control-group;Ch_000001624502.json;40000000017476;06.09.2024;19:11:24;0;OK;right;faulty;0
1624503;17477;001_control-group;Ch_000001624503.json;40000000017477;06.09.2024;19:11:53;0;OK;left;faulty;0
1624504;17477;001_control-group;Ch_000001624504.json;40000000017477;06.09.2024;19:11:58;0;OK;right;faulty;0
1624505;17478;001_control-group;Ch_000001624505.json;40000000017478;06.09.2024;19:12:25;0;OK;left;faulty;0
1624506;17478;001_control-group;Ch_000001624506.json;40000000017478;06.09.2024;19:12:30;0;OK;right;faulty;0
1624507;17479;001_control-group;Ch_000001624507.json;40000000017479;06.09.2024;19:12:56;0;OK;left;faulty;0
1624508;17479;001_control-group;Ch_000001624508.json;40000000017479;06.09.2024;19:13:01;0;OK;right;faulty;0
1624509;17480;001_control-group;Ch_000001624509.json;40000000017480;06.09.2024;19:13:27;0;OK;left;faulty;0
1624510;17480;001_control-group;Ch_000001624510.json;40000000017480;06.09.2024;19:13:32;0;OK;right;faulty;0
1624511;17481;001_control-group;Ch_000001624511.json;40000000017481;06.09.2024;19:13:58;0;OK;left;normal;0
1624512;17481;001_control-group;Ch_000001624512.json;40000000017481;06.09.2024;19:14:04;0;OK;right;normal;0
1624513;17482;001_control-group;Ch_000001624513.json;40000000017482;06.09.2024;19:14:30;0;OK;left;normal;0
1624514;17482;001_control-group;Ch_000001624514.json;40000000017482;06.09.2024;19:14:35;0;OK;right;normal;0
1624515;17483;001_control-group;Ch_000001624515.json;40000000017483;06.09.2024;19:15:04;0;OK;left;normal;0
1624516;17483;001_control-group;Ch_000001624516.json;40000000017483;06.09.2024;19:15:09;0;OK;right;normal;0
1624517;17484;001_control-group;Ch_000001624517.json;40000000017484;06.09.2024;19:15:35;0;OK;left;normal;0
1624518;17484;001_control-group;Ch_000001624518.json;40000000017484;06.09.2024;19:15:40;0;OK;right;normal;0
1624519;17485;001_control-group;Ch_000001624519.json;40000000017485;06.09.2024;19:16:07;0;OK;left;normal;0
1624520;17485;001_control-group;Ch_000001624520.json;40000000017485;06.09.2024;19:16:12;0;OK;right;normal;0
1624521;17486;001_control-group;Ch_000001624521.json;40000000017486;06.09.2024;19:16:41;0;OK;left;faulty;0
1624522;17486;001_control-group;Ch_000001624522.json;40000000017486;06.09.2024;19:16:46;0;OK;right;faulty;0
1624523;17487;001_control-group;Ch_000001624523.json;40000000017487;06.09.2024;19:17:12;0;OK;left;faulty;0
1624524;17487;001_control-group;Ch_000001624524.json;40000000017487;06.09.2024;19:17:18;0;OK;right;faulty;0
1624525;17488;001_control-group;Ch_000001624525.json;40000000017488;06.09.2024;19:17:45;0;OK;left;faulty;0
1624526;17488;001_control-group;Ch_000001624526.json;40000000017488;06.09.2024;19:17:50;0;OK;right;faulty;0
1624527;17489;001_control-group;Ch_000001624527.json;40000000017489;06.09.2024;19:18:27;0;OK;left;faulty;0
1624528;17489;001_control-group;Ch_000001624528.json;40000000017489;06.09.2024;19:18:33;0;OK;right;faulty;0
1624529;17490;001_control-group;Ch_000001624529.json;40000000017490;06.09.2024;19:18:59;0;OK;left;faulty;0
1624530;17490;001_control-group;Ch_000001624530.json;40000000017490;06.09.2024;19:19:04;0;OK;right;faulty;0
1624531;17491;001_control-group;Ch_000001624531.json;40000000017491;06.09.2024;19:19:36;0;OK;left;normal;0
1624532;17491;001_control-group;Ch_000001624532.json;40000000017491;06.09.2024;19:19:41;0;OK;right;normal;0
1624533;17492;001_control-group;Ch_000001624533.json;40000000017492;06.09.2024;19:20:19;0;OK;left;normal;0
1624534;17492;001_control-group;Ch_000001624534.json;40000000017492;06.09.2024;19:20:24;0;OK;right;normal;0
1624535;17493;001_control-group;Ch_000001624535.json;40000000017493;06.09.2024;19:20:49;0;OK;left;normal;0
1624536;17493;001_control-group;Ch_000001624536.json;40000000017493;06.09.2024;19:20:54;0;OK;right;normal;0
1624537;17494;001_control-group;Ch_000001624537.json;40000000017494;06.09.2024;19:21:21;0;OK;left;normal;0
1624538;17494;001_control-group;Ch_000001624538.json;40000000017494;06.09.2024;19:21:27;0;OK;right;normal;0
1624539;17495;001_control-group;Ch_000001624539.json;40000000017495;06.09.2024;19:21:52;0;OK;left;normal;0
1624540;17495;001_control-group;Ch_000001624540.json;40000000017495;06.09.2024;19:21:57;0;OK;right;normal;0
1624541;17496;001_control-group;Ch_000001624541.json;40000000017496;06.09.2024;19:22:23;0;OK;left;faulty;0
1624542;17496;001_control-group;Ch_000001624542.json;40000000017496;06.09.2024;19:22:28;0;OK;right;faulty;0
1624543;17497;001_control-group;Ch_000001624543.json;40000000017497;06.09.2024;19:22:54;0;OK;left;faulty;0
1624544;17497;001_control-group;Ch_000001624544.json;40000000017497;06.09.2024;19:23:00;0;OK;right;faulty;0
1624545;17498;001_control-group;Ch_000001624545.json;40000000017498;06.09.2024;19:23:25;0;OK;left;faulty;0
1624546;17498;001_control-group;Ch_000001624546.json;40000000017498;06.09.2024;19:23:30;0;OK;right;faulty;0
1624547;17499;001_control-group;Ch_000001624547.json;40000000017499;06.09.2024;19:23:56;0;OK;left;faulty;0
1624548;17499;001_control-group;Ch_000001624548.json;40000000017499;06.09.2024;19:24:02;0;OK;right;faulty;0
1624549;17500;001_control-group;Ch_000001624549.json;40000000017500;06.09.2024;19:24:27;0;OK;left;faulty;0
1624550;17500;001_control-group;Ch_000001624550.json;40000000017500;06.09.2024;19:24:32;0;OK;right;faulty;0
1619516;15001;101_deformed-thread;Ch_000001619516.json;40000000015001;03.09.2024;10:08:59;0;OK;left;normal;0
1619517;15001;101_deformed-thread;Ch_000001619517.json;40000000015001;03.09.2024;10:09:05;0;NOK;right;normal;0
1619518;15002;101_deformed-thread;Ch_000001619518.json;40000000015002;03.09.2024;10:13:17;0;OK;left;normal;0
1619519;15002;101_deformed-thread;Ch_000001619519.json;40000000015002;03.09.2024;10:13:22;0;NOK;right;normal;0
1619520;15003;101_deformed-thread;Ch_000001619520.json;40000000015003;03.09.2024;10:14:43;0;OK;left;normal;0
1619521;15003;101_deformed-thread;Ch_000001619521.json;40000000015003;03.09.2024;10:14:48;0;OK;right;normal;0
1619522;15004;101_deformed-thread;Ch_000001619522.json;40000000015004;03.09.2024;10:16:09;0;OK;left;normal;0
1619523;15004;101_deformed-thread;Ch_000001619523.json;40000000015004;03.09.2024;10:16:15;0;OK;right;normal;0
1619524;15005;101_deformed-thread;Ch_000001619524.json;40000000015005;03.09.2024;10:17:13;0;OK;left;normal;0
1619525;15005;101_deformed-thread;Ch_000001619525.json;40000000015005;03.09.2024;10:17:19;0;OK;right;normal;0
1619526;15006;101_deformed-thread;Ch_000001619526.json;40000000015006;03.09.2024;10:18:12;0;OK;left;faulty;0
1619527;15006;101_deformed-thread;Ch_000001619527.json;40000000015006;03.09.2024;10:18:17;0;OK;right;faulty;0
1619528;15007;101_deformed-thread;Ch_000001619528.json;40000000015007;03.09.2024;10:19:14;0;OK;left;faulty;0
1619529;15007;101_deformed-thread;Ch_000001619529.json;40000000015007;03.09.2024;10:19:19;0;OK;right;faulty;0
1619530;15008;101_deformed-thread;Ch_000001619530.json;40000000015008;03.09.2024;10:20:59;0;OK;left;faulty;0
1619531;15008;101_deformed-thread;Ch_000001619531.json;40000000015008;03.09.2024;10:21:05;0;OK;right;faulty;0
1619532;15009;101_deformed-thread;Ch_000001619532.json;40000000015009;03.09.2024;10:21:47;0;OK;left;faulty;0
1619533;15009;101_deformed-thread;Ch_000001619533.json;40000000015009;03.09.2024;10:21:52;0;OK;right;faulty;0
1619534;15010;101_deformed-thread;Ch_000001619534.json;40000000015010;03.09.2024;10:22:48;0;OK;left;faulty;0
1619535;15010;101_deformed-thread;Ch_000001619535.json;40000000015010;03.09.2024;10:22:54;0;OK;right;faulty;0
1619536;15011;101_deformed-thread;Ch_000001619536.json;40000000015011;03.09.2024;10:23:55;0;OK;left;normal;0
1619537;15011;101_deformed-thread;Ch_000001619537.json;40000000015011;03.09.2024;10:24:00;0;OK;right;normal;0
1619538;15012;101_deformed-thread;Ch_000001619538.json;40000000015012;03.09.2024;10:24:44;0;OK;left;normal;0
1619539;15012;101_deformed-thread;Ch_000001619539.json;40000000015012;03.09.2024;10:24:49;0;OK;right;normal;0
1619540;15013;101_deformed-thread;Ch_000001619540.json;40000000015013;03.09.2024;10:25:35;0;OK;left;normal;0
1619541;15013;101_deformed-thread;Ch_000001619541.json;40000000015013;03.09.2024;10:25:40;0;OK;right;normal;0
1619542;15014;101_deformed-thread;Ch_000001619542.json;40000000015014;03.09.2024;10:26:25;0;OK;left;normal;0
1619543;15014;101_deformed-thread;Ch_000001619543.json;40000000015014;03.09.2024;10:26:30;0;OK;right;normal;0
1619544;15015;101_deformed-thread;Ch_000001619544.json;40000000015015;03.09.2024;10:27:21;0;OK;left;normal;0
1619545;15015;101_deformed-thread;Ch_000001619545.json;40000000015015;03.09.2024;10:27:27;0;OK;right;normal;0
1619546;15016;101_deformed-thread;Ch_000001619546.json;40000000015016;03.09.2024;10:42:03;0;OK;left;faulty;0
1619547;15016;101_deformed-thread;Ch_000001619547.json;40000000015016;03.09.2024;10:43:24;0;OK;right;faulty;0
1619548;15017;101_deformed-thread;Ch_000001619548.json;40000000015017;03.09.2024;10:45:49;0;OK;left;faulty;0
1619549;15017;101_deformed-thread;Ch_000001619549.json;40000000015017;03.09.2024;10:45:54;0;OK;right;faulty;0
1619550;15018;101_deformed-thread;Ch_000001619550.json;40000000015018;03.09.2024;10:47:48;0;OK;left;faulty;0
1619551;15018;101_deformed-thread;Ch_000001619551.json;40000000015018;03.09.2024;10:47:53;0;OK;right;faulty;0
1619552;15019;101_deformed-thread;Ch_000001619552.json;40000000015019;03.09.2024;10:48:37;0;OK;left;faulty;0
1619553;15019;101_deformed-thread;Ch_000001619553.json;40000000015019;03.09.2024;10:48:42;0;OK;right;faulty;0
1619554;15020;101_deformed-thread;Ch_000001619554.json;40000000015020;03.09.2024;10:49:32;0;OK;left;faulty;0
1619555;15020;101_deformed-thread;Ch_000001619555.json;40000000015020;03.09.2024;10:49:38;0;NOK;right;faulty;0
1619556;15021;101_deformed-thread;Ch_000001619556.json;40000000015021;03.09.2024;10:50:56;0;OK;left;normal;0
1619557;15021;101_deformed-thread;Ch_000001619557.json;40000000015021;03.09.2024;10:51:02;0;OK;right;normal;0
1619558;15023;101_deformed-thread;Ch_000001619558.json;40000000015023;03.09.2024;10:52:43;0;OK;left;normal;0
1619559;15023;101_deformed-thread;Ch_000001619559.json;40000000015023;03.09.2024;10:52:48;0;OK;right;normal;0
1619560;15024;101_deformed-thread;Ch_000001619560.json;40000000015024;03.09.2024;10:54:31;0;OK;left;normal;0
1619561;15024;101_deformed-thread;Ch_000001619561.json;40000000015024;03.09.2024;10:54:36;0;OK;right;normal;0
1619562;15022;101_deformed-thread;Ch_000001619562.json;40000000015022;03.09.2024;10:56:45;0;OK;left;normal;0
